iter	Logloss
269	0.2758349727
270	0.2757098944
271	0.2755698398
272	0.2754469475
273	0.2753184745
274	0.275212215
275	0.2751702272
276	0.2750619365
277	0.2749689663
278	0.274919111
279	0.274830727
280	0.2747534608
281	0.2746852747
282	0.2745608597
283	0.2744584374
284	0.2743805406
285	0.2742846111
286	0.2741395504
287	0.2740776332
288	0.2739891107
289	0.2736833544
290	0.2735834334
291	0.2734933723
292	0.2733937866
293	0.2730660832
294	0.2729728713
295	0.2728110038
296	0.2727160569
297	0.2726382068
298	0.2724772317
299	0.2723872364
300	0.2723241465
301	0.2722628966
302	0.2721220915
303	0.2720486832
304	0.2719075889
305	0.2718426815
306	0.2715140293
307	0.2714426051
308	0.2713792521
309	0.2712221146
310	0.2711401677
311	0.2710800714
312	0.27100367
313	0.2709215408
314	0.2707583576
315	0.2706508935
316	0.2705243321
317	0.2704205778
318	0.2703304156
319	0.2702326764
320	0.2701571357
321	0.2700916064
322	0.2699770973
323	0.2698257604
324	0.2697255515
325	0.2696206518
326	0.2695559366
327	0.2695135616
328	0.2694129773
329	0.2693041005
330	0.2692316437
331	0.2691214406
332	0.2690152006
333	0.2689331043
334	0.2688514893
335	0.2687764364
336	0.2685651798
337	0.268532642
338	0.2684337489
339	0.2682017368
340	0.2681021598
341	0.2680499077
342	0.2679695207
343	0.2678006908
344	0.2677418303
345	0.2676811319
346	0.2675961159
347	0.267451315
348	0.2672480012
349	0.2671983029
350	0.2671096625
351	0.2670057906
352	0.266966637
353	0.2668878998
354	0.2667790471
355	0.2667294744
356	0.2666716884
357	0.2665702896
358	0.2663494626
359	0.2662451508
360	0.2659739902
361	0.2658059308
362	0.2656999162
363	0.2654467669
364	0.265380793
365	0.2652281327
366	0.2651482821
367	0.2650927588
368	0.2649837363
369	0.2649456935
370	0.2648502076
371	0.2647981805
372	0.2647193263
373	0.2646651657
374	0.2645920517
375	0.2645020137
376	0.2643832868
377	0.264303376
378	0.2642631937
379	0.2641804821
380	0.2641435225
381	0.2640859583
382	0.2640087487
383	0.2638598282
384	0.2638307472
385	0.2637722666
386	0.2636834806
387	0.2635374325
388	0.2635086125
389	0.263293129
390	0.2632567319
391	0.2631868063
392	0.2631061769
393	0.2630221825
394	0.2627772719
395	0.2626992695
396	0.262661339
397	0.2625809699
398	0.2625478512
399	0.2623585493
400	0.2621814307
401	0.2621082382
402	0.2620658798
403	0.2619169938
404	0.2618490034
405	0.2617342184
406	0.2615312396
407	0.2614298433
408	0.2613357559
409	0.2612473921
410	0.26112607
411	0.2609851104
412	0.2608427353
413	0.2607938303
414	0.2607232536
415	0.2606600097
416	0.260561496
417	0.2604449968
418	0.2603303023
419	0.2602471369
420	0.2601030838
421	0.2600370745
422	0.2600074341
423	0.259894827
424	0.2597673661
425	0.2596800411
426	0.259476349
427	0.2593693935
428	0.2592037039
429	0.2591687945
430	0.2591283241
431	0.259053156
432	0.2589360501
433	0.2588197894
434	0.2587198154
435	0.2586539916
436	0.258572188
437	0.2584802252
438	0.2584257779
439	0.2583369565
440	0.2582231599
441	0.2580495318
442	0.2579551362
443	0.2578919222
444	0.2578815567
445	0.2578288907
446	0.2577917578
447	0.2576820575
448	0.2576223334
449	0.2575635704
450	0.2575257668
451	0.2574885719
452	0.2574074361
453	0.2573431154
454	0.2572847207
455	0.257220864
456	0.2571550547
457	0.2570660229
458	0.2570065676
459	0.2569458313
460	0.256872487
461	0.2568312676
462	0.2567744473
463	0.2566899831
464	0.2565962062
465	0.2565305249
466	0.2564333228
467	0.2563973372
468	0.2563550581
469	0.2563458619
470	0.2562115016
471	0.2561663203
472	0.256117819
473	0.2560031446
474	0.2559242652
475	0.255874218
476	0.2557579809
477	0.2556967162
478	0.2556713357
479	0.2556127524
480	0.2555209837
481	0.2554332994
482	0.2553544702
483	0.2552542993
484	0.2551960611
485	0.2551596526
486	0.255114562
487	0.2550209154
488	0.2549708893
489	0.2549094193
490	0.2548023608
491	0.2547662206
492	0.2546922772
493	0.2546312022
494	0.2545208758
495	0.2544481871
496	0.2544165983
497	0.2543020528
498	0.2541855426
499	0.254129309
500	0.2540840726
501	0.2539867109
502	0.2539081138
503	0.2538276211
504	0.2537481391
505	0.2536403704
506	0.2535413929
507	0.2534934007
508	0.2534307654
509	0.2533833668
510	0.2533502266
511	0.2533046938
512	0.2532544817
513	0.2531489327
514	0.2530764359
515	0.2529883948
516	0.2529271374
517	0.2528832184
518	0.2527906008
519	0.2527155602
520	0.2526147448
521	0.2525491107
522	0.25247917
523	0.2524309047
524	0.2524001966
525	0.2522867106
526	0.2522323267
527	0.2521730024
528	0.252143489
529	0.2520868282
530	0.2519913382
531	0.2518666362
532	0.2517961134
533	0.2516881414
534	0.2515970261
535	0.2515207884
536	0.2514649126
537	0.251423144
538	0.2513609628
539	0.2512741509
540	0.2512237085
541	0.251193978
542	0.251134468
543	0.2510828092
544	0.2510163938
545	0.2509714374
546	0.2509169221
547	0.2508156197
548	0.2506945037
549	0.2505687519
550	0.2505304455
551	0.250458877
552	0.2504310018
553	0.2503843982
554	0.2502942048
555	0.2502128767
556	0.25015096
557	0.250063512
558	0.2499695007
559	0.2498971549
560	0.2498047632
561	0.2497294273
562	0.2496851519
563	0.2496053414
564	0.2495464882
565	0.2494882239
566	0.2494340236
567	0.2493354516
568	0.2492428971
569	0.2491845916
570	0.2490668159
571	0.2490261946
572	0.2490004982
573	0.2489144443
574	0.2488493006
575	0.2488049015
576	0.2487425165
577	0.2486659397
578	0.2485739647
579	0.2484873806
580	0.2484515146
581	0.2483615857
582	0.2482841618
583	0.2482212382
584	0.2481526519
585	0.2481232034
586	0.2480755975
587	0.2480493158
588	0.2480005785
589	0.2479582934
590	0.2479047366
591	0.2478711152
592	0.2478180573
593	0.2477740351
594	0.24775139
595	0.2476708343
596	0.2476190327
597	0.2475447959
598	0.2474810907
599	0.2474114994
600	0.247386553
601	0.2473201392
602	0.247287854
603	0.2472348495
604	0.2471963822
605	0.2471356975
606	0.2471024841
607	0.2470235147
608	0.2469543431
609	0.2468827292
610	0.2467979625
611	0.2467325303
612	0.2466675743
613	0.2466189526
614	0.2465881594
615	0.2465537058
616	0.2464536431
617	0.2464236674
618	0.2463832974
619	0.2463160993
620	0.2462569934
621	0.2461714878
622	0.246122456
623	0.2460526524
624	0.2459386198
625	0.2458652841
626	0.2458024348
627	0.2457216646
628	0.2456757812
629	0.2456348765
630	0.2455094061
631	0.2454528785
632	0.2453726314
633	0.2452990301
634	0.2451999936
635	0.2451497466
636	0.2450845014
637	0.2450059493
638	0.2449013339
639	0.2448756179
640	0.2448180851
641	0.2447485972
642	0.2446824283
643	0.2445773538
644	0.244526012
645	0.2444623549
646	0.244414926
647	0.2443529501
648	0.2442207492
649	0.2441647336
650	0.244093212
651	0.2440207753
652	0.2439278642
653	0.2438285546
654	0.2437787311
655	0.2437531017
656	0.2436723439
657	0.2436174541
658	0.2435253438
659	0.2434616086
660	0.2434194039
661	0.2433636674
662	0.2433201895
663	0.2432986643
664	0.2431877189
665	0.243072088
666	0.2430054545
667	0.2429434042
668	0.2428907135
669	0.2428712892
670	0.2428294132
671	0.2427665825
672	0.2427316126
673	0.2426540824
674	0.2425788266
675	0.242536848
676	0.2424827517
677	0.2424098441
678	0.2423282396
679	0.2422885685
680	0.2422357715
681	0.2422116927
682	0.2421817433
683	0.2421249521
684	0.2420582874
685	0.2419998599
686	0.2419563368
687	0.2418978797
688	0.2418670543
689	0.2418037763
690	0.2417314909
691	0.2416983447
692	0.2415816235
693	0.2414747092
694	0.2413947779
695	0.2413769687
696	0.2413012158
697	0.2412819865
698	0.241176724
699	0.2411536311
700	0.2410938031
701	0.2410299392
702	0.2409392138
703	0.2408876964
704	0.2408440434
705	0.2407641588
706	0.2406991658
707	0.2406423196
708	0.2405297314
709	0.2404961869
710	0.2404647389
711	0.240389566
712	0.2403092359
713	0.2402382616
714	0.2401936036
715	0.2401620808
716	0.2400504896
717	0.2399607052
718	0.2399111043
719	0.2398643524
720	0.2398124458
721	0.2397389924
722	0.2396619813
723	0.239588408
724	0.239490751
725	0.2393778638
726	0.2393219068
727	0.2392803546
728	0.2392185606
729	0.2391848778
730	0.2390757873
731	0.239015132
732	0.2389529917
733	0.238893362
734	0.2388388733
735	0.2388105804
736	0.2387486124
737	0.2386379729
738	0.2385968414
739	0.2385466364
740	0.2384620622
741	0.2384024304
742	0.2383618522
743	0.2383155393
744	0.2382569483
745	0.2382092018
746	0.2381188437
747	0.2380406164
748	0.2379350912
749	0.2378505645
750	0.2377152933
751	0.2376855105
752	0.2375899163
753	0.237539098
754	0.2374850191
755	0.2374400947
756	0.2374074583
757	0.2373814324
758	0.2373195905
759	0.2372793576
760	0.2372228437
761	0.2371847454
762	0.2371497883
763	0.2371033726
764	0.2370411774
765	0.2369740795
766	0.2368814489
767	0.2368545036
768	0.2368072886
769	0.2367878776
770	0.2366895127
771	0.2366402647
772	0.2366018213
773	0.2365074571
774	0.2364515604
775	0.2363481934
776	0.2362594406
777	0.2361925334
778	0.2361246851
779	0.2360270258
780	0.2360082053
781	0.235962568
782	0.2358920668
783	0.2358440197
784	0.235767131
785	0.2357346688
786	0.2356909388
787	0.2356282204
788	0.23557822
789	0.2355345602
790	0.235491836
791	0.2354059407
792	0.2353736568
793	0.2353537033
794	0.2353087039
795	0.2352606895
796	0.2352152593
797	0.2351973714
798	0.2351411898
799	0.2351036522
800	0.2350584633
801	0.2349952346
802	0.2349600631
803	0.2348965407
804	0.2348771037
805	0.2348263209
806	0.2347160383
807	0.2346151201
808	0.2345744358
809	0.2345077043
810	0.2344571432
811	0.2343777088
812	0.2343531836
813	0.2343125607
814	0.234290844
815	0.2342145498
816	0.2341574234
817	0.2341382636
818	0.2340365956
819	0.2339664991
820	0.2339220852
821	0.2338754201
822	0.2338441765
823	0.2338150928
824	0.2337037922
825	0.2336874509
826	0.2336001187
827	0.233554671
828	0.2335310662
829	0.2334608551
830	0.2334139035
831	0.2333690076
832	0.2333007603
833	0.2332315923
834	0.2331711979
835	0.2330931693
836	0.2330388009
837	0.2329956665
838	0.2329813665
839	0.2329007289
840	0.2328714068
841	0.2328445022
842	0.2327851171
843	0.232701832
844	0.2326428409
845	0.2326003096
846	0.2325507195
847	0.2325236652
848	0.232471506
849	0.2323910341
850	0.2323470698
851	0.2323081788
852	0.232268364
853	0.2321827112
854	0.2321403514
855	0.232099692
856	0.2320368111
857	0.2319944927
858	0.2319397018
859	0.2318890192
860	0.2318390505
861	0.2317546128
862	0.2317183719
863	0.2316225515
864	0.2315865076
865	0.2315415288
866	0.2314960934
867	0.2314129174
868	0.2313391263
869	0.2312604287
870	0.2312067936
871	0.2311388395
872	0.2310503701
873	0.2310100028
874	0.2309192733
875	0.2308850155
876	0.2308141929
877	0.2307609743
878	0.2307036078
879	0.2306189303
880	0.2305086087
881	0.2304522118
882	0.2303949012
883	0.2303357463
884	0.2302566876
885	0.2302353498
886	0.2301689859
887	0.2300749533
888	0.2300484336
889	0.2300281096
890	0.2299720722
891	0.229916737
892	0.2298529593
893	0.2297902855
894	0.2297261277
895	0.2296836312
896	0.2296202914
897	0.2295790941
898	0.2295566923
899	0.229480717
900	0.2293920782
901	0.2293398256
902	0.22930414
903	0.2292599074
904	0.2291940125
905	0.2291575343
906	0.2291038834
907	0.2290626598
908	0.2290315212
909	0.2289860909
910	0.2289413626
911	0.2289090057
912	0.2288606675
913	0.2288097716
914	0.2287515476
915	0.2287059552
916	0.2286232637
917	0.2285711897
918	0.2284882869
919	0.2284147112
920	0.2283701
921	0.2283162371
922	0.2282494517
923	0.2282302925
924	0.2281842767
925	0.2281488169
926	0.2281268481
927	0.2280375503
928	0.2280120328
929	0.2279215824
930	0.2278476195
931	0.2278130066
932	0.2277589177
933	0.2277340199
934	0.2276489539
935	0.2276073633
936	0.2275293417
937	0.2274975374
938	0.2274594364
939	0.2274082434
940	0.227347103
941	0.2272712447
942	0.227248272
943	0.2272115967
944	0.2271550141
945	0.2270797517
946	0.2270392973
947	0.2269636485
948	0.2269079605
949	0.2268897587
950	0.2268581905
951	0.2268080614
952	0.2267282933
953	0.2266626132
954	0.2266341606
955	0.226596582
956	0.2265730754
957	0.2264863231
958	0.2264169364
959	0.2263408597
960	0.2262999542
961	0.2262337982
962	0.2261610088
963	0.2260799419
964	0.2260190642
965	0.2259738633
966	0.2259462879
967	0.2258946302
968	0.2258620176
969	0.2258280053
970	0.2257758363
971	0.2257402752
972	0.2256811202
973	0.2255998127
974	0.2255747242
975	0.225506615
976	0.2254187092
977	0.2253705581
978	0.225311433
979	0.2252477282
980	0.2251754081
981	0.225114595
982	0.2250538464
983	0.2250040504
984	0.2249661002
985	0.2249088125
986	0.2248915157
987	0.2248144501
988	0.2247639021
989	0.224717862
990	0.224664624
991	0.2246514898
992	0.2246232377
993	0.2245569741
994	0.2245298256
995	0.2244829691
996	0.224413934
997	0.2243737706
998	0.2243026191
999	0.2242245394
14084
49
888
